,Category,Supplier,Region,Store_Size,Snapshot_Date,Season,Current_Stock,Daily_Sales,Reorder_Level,Lead_Time_Days,Unit_Price,Discount_Percent,Shelf_Capacity,Promotion,Holiday_Week,Days_Since_Last_Restock,Customer_Demand_Index,Weather_Impact,Is_Perishable,Stock_Coverage_Days,Price_per_Demand,Supplier_Lead_Reliability,Store_Age_Years,Last_Audit_Score,Competitor_Price_Index,Random_Noise_A,Out_of_Stock
136764,Frozen,Supplier_D1,Central,Medium,8/12/2025,Spring,1,1.77,4,1,2.08,0,26,No,No,6,43.7,Medium,1,0.53,0.916,1.015,26,96.1,1.89,42.98,0
136765,Produce,Supplier_A2,West,Small,6/18/2025,Spring,5,1.29,6,2,9.765,0,22,No,No,3,54.3,Low,1,3.6,4.277,0.948,17,85.4,8.99,67.87,0
136766,Dairy,Supplier_B1,North,Medium,7/7/2025,Fall,63,11.125,30,1,9.765,0,104.5,Yes,No,3,100,Medium,1,6.05,0.794,0.71,21,80.4,9.8,62.21,0
136767,Beverages,Supplier_W1,North,Small,7/3/2025,Fall,63,11.125,35,1,2.52,0,104.5,No,No,1,100,Medium,0,6.23,0.118,1.245,3,86.3,2.77,39.76,0
136768,Canned Goods,Supplier_C2,South,Small,7/3/2025,Winter,30,4.58,38,7,6.38,0,70,Yes,No,2,69.6,High,0,6.41,1.256,1.058,31,99.5,6.68,63.59,0
136769,Frozen,Supplier_O2,East,Medium,8/23/2025,Fall,22,2.27,7,1,3.82,0,31,No,No,4,56.9,High,1,9.28,1.379,1.138,25,68.6,3.56,52.44,0
136770,Household,Supplier_Q2,East,Small,6/16/2025,Summer,24,1.32,19,8,4.44,0,25,No,No,2,46.5,High,0,16.9,2.44,1.123,9,77.7,4.71,55.91,0
136771,Bakery,Supplier_H1,East,Small,8/2/2025,Fall,11,0.66,2,1,1.12,0,15,No,No,1,56.4,Low,1,14.47,0.966,0.97,13,98,1.13,56.96,0
136772,Canned Goods,Supplier_R2,North,Medium,8/2/2025,Spring,8,5.53,28,2,2.89,0,44,No,Yes,8.5,66.2,Medium,0,1.42,0.479,0.718,24,99.8,3.22,49.5,0
136773,Bakery,Supplier_D1,East,Small,7/6/2025,Summer,6,0.84,2,1,3.99,0,12,No,No,1,47.2,Low,1,6.38,2.978,1.015,1,78.9,3.99,42.19,0
136774,Dairy,Supplier_Y1,West,Small,6/9/2025,Spring,3,1.14,7,2,2.24,0,38,No,No,7,43,Medium,1,2.42,1.366,0.977,5,90.7,2,49.13,0
136775,Canned Goods,Supplier_F1,North,Small,8/21/2025,Summer,17,0.94,2,1,1.95,0,29,No,No,0,65.3,Low,0,16.35,1.354,0.847,33,73.2,1.72,53.06,0
136776,Produce,Supplier_W1,North,Medium,7/3/2025,Fall,53,3.78,6,1,1.85,0,59,Yes,No,1,78.5,Low,1,13.66,0.432,1.245,34,76.6,1.99,33.75,0
136777,Meat,Supplier_O1,West,Large,8/2/2025,Summer,8,3.5,18,2,3.63,0,28,No,No,1,57.4,Low,1,2.22,0.908,1.148,33,68.2,4.37,39.05,0
136778,Household,Supplier_S2,Central,Large,7/12/2025,Spring,63,11.125,60,4,4.28,0,104.5,No,No,7,100,High,0,2.08,0.068,0.983,12,81.4,5.26,50.78,1
136779,Frozen,Supplier_I1,Central,Small,7/28/2025,Fall,6,2.69,3,1,5.41,0,67,Yes,No,1,55.7,Low,1,2.15,1.696,1.058,27,81.5,4.62,55.19,0
136780,Beverages,Supplier_T1,Central,Medium,6/14/2025,Spring,63,11.125,60,2,3.35,0,104.5,No,No,3,93.3,Low,0,4.99,0.249,0.812,27,70,3.17,47.18,0
136781,Dairy,Supplier_A1,West,Small,7/5/2025,Winter,42,6.18,11,1,6.32,0,54,No,No,2,71,Medium,1,6.69,0.946,0.722,12,80.1,7.81,81.71,0
136782,Beverages,Supplier_K1,North,Small,8/21/2025,Winter,18,2.94,50,8,4.97,0,24,Yes,No,6,50.6,Medium,0,5.92,1.445,0.827,17,62,4.6,22.79,0
136783,Bakery,Supplier_M1,South,Small,6/7/2025,Fall,18,2.81,7,1,4,0,20,No,No,2,57.6,High,1,6.19,1.208,1.004,34,82.8,4.05,70.47,0
136784,Produce,Supplier_A2,East,Medium,7/13/2025,Summer,21,0.91,3,3,2.73,0,24,No,Yes,1,62.2,Low,1,20.79,1.936,0.948,19,91.3,2.47,24.93,0
136785,Dairy,Supplier_B1,East,Medium,8/22/2025,Fall,63,10.75,46,3,3.82,0,104.5,No,No,0,84.1,Medium,1,7.83,0.34,0.71,5,91.3,4.69,43.97,0
136786,Dairy,Supplier_F2,North,Medium,8/27/2025,Spring,0,2.74,7,2,8.54,0,32,Yes,Yes,1,84,Medium,1,0,2.636,1.242,2,91.2,8.79,47.76,1
136787,Bakery,Supplier_Q1,East,Large,7/5/2025,Summer,14,11.125,60,4,4.4,0,104.5,No,No,2,100,Low,1,0.57,0.175,1.242,22,78.7,5.39,63.9,1
136788,Personal Care,Supplier_S1,East,Medium,6/8/2025,Summer,9,6.3,39,4,2.25,0,66,No,No,1,75.2,Medium,0,1.41,0.331,0.748,16,86.9,2.27,28.9,0
136789,Frozen,Supplier_J1,Central,Small,6/13/2025,Winter,25,0.42,4,5,2.78,0,28,No,No,0,45.9,Low,1,22.535,3.022,1.172,23,88.2,3.24,47.61,0
136790,Meat,Supplier_E1,East,Medium,6/8/2025,Summer,27,6.19,14,1,1.82,0,37,No,No,4,77.1,Low,1,4.29,0.272,1.003,4,91.3,2.05,66.04,0
136791,Frozen,Supplier_H1,South,Medium,6/27/2025,Winter,3,4.82,13,2,5.47,0,92,Yes,No,8.5,79,Low,1,0.61,1.028,0.97,29,87.7,6.72,46.41,1
136792,Household,Supplier_Z1,Central,Large,7/17/2025,Spring,49,10.18,46,3,4.27,0,73,No,No,2,87,High,0,4.77,0.4,0.938,13,80.1,5.13,41.86,0
136793,Canned Goods,Supplier_N2,Central,Small,7/22/2025,Winter,12,0.46,9,8.5,3.41,0,14,No,No,3,61.4,Low,0,21.43,3.552,0.872,18,82.2,3.88,33.71,0
136794,Produce,Supplier_P1,West,Large,6/19/2025,Summer,11,11.125,20,1,5.54,0,67,No,No,3,96.1,Low,1,0.69,0.341,0.975,23,67,5.9,35.15,0
136795,Beverages,Supplier_S1,South,Small,8/22/2025,Summer,14,6.21,20,2,1.79,0,52,No,No,5,59.1,Low,0,2.22,0.267,0.748,17,66,2.04,47.86,0
136796,Personal Care,Supplier_Q2,South,Small,6/19/2025,Summer,24,0.59,16,6,3.34,0,35,Yes,No,1,72.4,Medium,0,22.535,3.064,1.123,29,86.8,3.31,44.4,1
136797,Produce,Supplier_U1,West,Medium,7/12/2025,Winter,8,2.12,10,2,2.58,0,26,No,No,5,60.5,Medium,1,3.6,0.985,1.262,16,99.7,2.22,40.37,0
136798,Canned Goods,Supplier_H1,Central,Small,8/17/2025,Summer,2,0.52,5,3,1.9,0,25,No,No,4,40.3,Medium,0,3.23,1.863,0.97,18,96.8,1.68,45.25,0
136799,Produce,Supplier_O1,Central,Small,7/8/2025,Winter,36,1.4,3,2,2.13,0,51,No,No,2,48.5,High,1,22.535,1.121,1.148,19,93.1,2.01,46.23,0
136800,Produce,Supplier_A2,South,Medium,6/2/2025,Winter,8,2.27,17,4,9.765,0,20,No,No,6,46.5,Low,1,3.38,4.235,0.948,29,92,10.335,56.19,0
136801,Snacks,Supplier_G2,East,Small,6/5/2025,Winter,23,2.1,4,1,2.5,0,40,No,No,2,50.6,Low,0,10.45,0.962,0.74,31,62.8,2.75,70.05,1
136802,Produce,Supplier_H2,Central,Medium,8/20/2025,Summer,50,10.04,9,1,2.21,0,61,Yes,No,0,97.3,High,1,4.93,0.21,1.095,34,68,2.69,43.67,1
136803,Canned Goods,Supplier_K2,West,Large,8/22/2025,Spring,19,0.93,2,1,4.93,0,28,No,No,1,44.6,Low,0,18.45,3.448,1.167,16,66.2,4.43,45.42,0
136804,Meat,Supplier_Q1,North,Small,6/16/2025,Summer,3,1.38,7,3,2.91,0,22,No,No,1,55,Medium,1,2.03,1.548,0.977,34,80.1,3.03,46.29,0
136805,Household,Supplier_L2,East,Small,6/4/2025,Spring,3,0.47,9,4,2.26,0,18,Yes,No,2,48.6,Medium,0,5.26,2.33,0.881,15,64.7,2.72,50.84,0
136806,Frozen,Supplier_Y1,East,Small,7/7/2025,Fall,35,4.47,13,1,3.62,0,74,No,No,1,63.8,Low,1,7.66,0.728,0.977,29,81.3,3.67,62.82,0
136807,Frozen,Supplier_O1,East,Medium,6/5/2025,Spring,15,6.02,34,3,3.53,0,76,No,No,1,78,High,1,2.45,0.541,1.148,16,74,3.9,48.16,1
136808,Personal Care,Supplier_M2,Central,Small,6/27/2025,Fall,5,2.51,10,2,5.49,0,46,Yes,No,8.5,78.5,Medium,0,1.92,1.824,0.816,32,76.8,6.64,67.37,0
136809,Personal Care,Supplier_S1,North,Small,8/9/2025,Fall,3,1.57,13,3,1.94,0,16,No,No,1,56.9,Medium,0,1.8,0.937,0.748,33,80.2,1.97,55.18,0
136810,Dairy,Supplier_R1,South,Medium,8/6/2025,Summer,30,7.29,28,2,7.95,0,82,No,No,2,64.4,Medium,1,4.06,1.021,0.807,27,96.6,8.77,29.98,0
136811,Personal Care,Supplier_Y1,Central,Small,7/1/2025,Fall,24,0.62,2,7,2.58,0,34,Yes,Yes,1,75.1,Low,0,22.535,2.304,0.977,18,73.8,2.54,39.86,0
136812,Household,Supplier_L2,West,Large,6/22/2025,Winter,32,5.17,58,6,1.09,0,60,No,Yes,4,76.6,Low,0,6.07,0.192,0.881,11,80.1,1.13,29.87,0
136813,Dairy,Supplier_H2,Central,Small,8/3/2025,Spring,26,1.35,7,1,1.8,0,34,Yes,No,3,83.2,Medium,1,17.93,0.973,1.095,14,74.1,3.34,62.27,0
136814,Dairy,Supplier_A2,West,Large,6/15/2025,Summer,7,11.125,60,3,7.75,0,104.5,No,No,4,100,Low,1,0.2,0.217,0.948,3,78.8,8.2,63.05,0
136815,Dairy,Supplier_Q1,Central,Small,6/13/2025,Fall,20,0.36,2,3,6.17,0,31,Yes,No,1,55,High,1,22.535,4.277,1.003,3,67.1,5.63,27.48,1
136816,Snacks,Supplier_S1,West,Medium,7/9/2025,Spring,10,2.15,10,3,2.68,0,28,No,No,7,70.5,Low,0,4.44,1.011,0.748,30,91.1,3.32,65.71,0
136817,Snacks,Supplier_Y1,South,Medium,7/12/2025,Spring,3,6.43,44,3,5.7,0,104.5,No,No,4,75,Low,0,0.46,0.823,0.977,11,85.7,6.54,65.93,1
136818,Produce,Supplier_Q2,Central,Small,8/3/2025,Winter,18,0.55,4,2,1.28,0,30,Yes,No,4,49.8,High,1,22.535,1.219,1.123,25,89.9,1.45,43.75,0
136819,Snacks,Supplier_P2,South,Medium,6/1/2025,Winter,39,4.09,23,3,1.03,0,40,No,No,1,78.1,Low,0,9.31,0.224,0.94,5,79.4,1.14,29.82,0
136820,Snacks,Supplier_C2,North,Large,8/24/2025,Spring,60,7.55,29,2,1.11,0,64,No,No,3,62.3,Medium,0,7.84,0.138,1.058,16,94.1,1.04,39.24,0
136821,Dairy,Supplier_D2,Central,Large,7/6/2025,Summer,32,6.57,14,2,7.63,0,34,No,Yes,3,58.9,Medium,1,4.8,1.079,0.895,6,73,6.86,57.43,0
136822,Beverages,Supplier_Y1,East,Medium,6/15/2025,Summer,1,1.91,6,2,9.03,0,25,No,No,8.5,64.5,High,0,0.5,3.747,0.977,16,66.3,10.22,51.52,1
136823,Bakery,Supplier_Q1,South,Medium,7/24/2025,Winter,5,1.7,10,2,9.765,0,29,No,No,8.5,56.9,High,1,2.78,4.277,0.977,13,90.7,10.11,76.14,0
136824,Bakery,Supplier_Z1,West,Large,7/9/2025,Spring,16,11.125,39,2,7.32,0,79,No,No,3,92.9,Medium,1,1.39,0.613,0.938,10,85.7,6.82,62.55,0
136825,Bakery,Supplier_E2,Central,Medium,8/24/2025,Fall,31,1.17,3,1,5.41,0,34,No,No,2,48.2,Low,1,22.535,3.24,0.724,4,91.4,5.57,63.88,0
136826,Snacks,Supplier_D1,Central,Large,6/21/2025,Spring,6,5.03,52,5,0.57,0,29,No,No,8.5,65.1,Medium,0,1.17,0.103,1.015,16,85.8,0.53,44.7,0
136827,Produce,Supplier_O1,West,Medium,7/9/2025,Spring,15,2.34,21,5,2.55,0,27,Yes,No,5,73.9,Medium,1,6.15,0.898,1.148,25,95.6,2.59,47.66,0
136828,Produce,Supplier_G2,West,Large,7/14/2025,Spring,5,1.93,5,3,4.51,0,25,No,No,4,63.4,High,1,2.46,1.856,0.74,17,77.8,3.89,37.02,0
136829,Personal Care,Supplier_D2,North,Medium,7/17/2025,Summer,16,0.62,5,3,4.66,0,30,Yes,No,3,64.9,Low,0,22.22,4.161,0.895,30,76.8,4.07,63.64,0
136830,Personal Care,Supplier_Q2,South,Medium,6/2/2025,Winter,5,2.27,60,8.5,4.87,0,32,No,No,0,66.1,Low,0,2.11,1.758,1.123,12,87.3,3.34,47.81,1
136831,Beverages,Supplier_C1,Central,Medium,8/22/2025,Summer,5,2.31,57,8.5,3.97,0,29,No,No,1,58.4,Low,0,2.07,1.413,0.988,13,96.3,4.37,71.05,0
136832,Snacks,Supplier_A1,Central,Medium,8/4/2025,Summer,11,3.96,8,1,3.29,0,28,No,No,2,60,High,0,2.71,0.738,0.722,5,82.3,2.98,45.82,0
136833,Canned Goods,Supplier_D1,Central,Medium,6/23/2025,Spring,26,3.64,9,1,6.23,0,36,No,No,2,73.5,Low,0,6.95,1.505,1.015,32,70.1,5.85,44.16,0
136834,Dairy,Supplier_H1,South,Small,6/17/2025,Spring,8,4.33,17,2,1.62,0,48,No,No,0,70.1,Low,1,1.81,0.335,0.97,24,66.4,1.6,52.31,0
136835,Personal Care,Supplier_V1,North,Medium,7/23/2025,Summer,16,4.57,34,4,9.765,0,50,No,No,3,64.5,High,0,3.43,2.483,1.08,17,92.9,10.335,61.22,0
136836,Snacks,Supplier_B2,East,Small,6/17/2025,Winter,1,1.13,3,1,5.53,0,38,No,No,5,54.7,Low,0,0.81,3.393,0.929,26,96.3,6.46,52.93,0
136837,Snacks,Supplier_N2,West,Large,6/5/2025,Fall,14,1.74,4,3,6.75,0,33,No,No,1,55.4,Low,0,7.61,3.013,0.872,27,93.1,6.3,87.19,0
136838,Personal Care,Supplier_W1,South,Small,6/17/2025,Summer,40,3.89,36,6,4.4,0,55,No,No,8.5,58,Medium,0,10.03,1.002,1.245,2,77.8,4.61,70.59,0
136839,Canned Goods,Supplier_Q2,East,Medium,8/3/2025,Fall,16,0.57,2,3,3.63,0,16,No,No,2,45.9,Low,0,22.535,3.393,1.123,3,86.8,3.22,40.03,0
136840,Household,Supplier_Z1,East,Small,8/3/2025,Summer,63,3.34,32,4,4.28,0,87,No,No,0,60.6,High,0,19.48,1.115,0.938,28,92.2,3.97,42.16,0
136841,Produce,Supplier_W1,East,Large,6/3/2025,Fall,23,2.87,4,1,6.08,0,39,No,No,4,71.1,Medium,1,7.74,1.804,1.245,26,60.3,6.49,64.45,0
136842,Snacks,Supplier_W1,North,Medium,8/17/2025,Fall,4,1.93,11,5,4.96,0,40,No,No,1,49,Medium,0,1.97,2.041,1.245,3,65.3,5.85,52.87,1
136843,Dairy,Supplier_P1,South,Small,6/21/2025,Fall,14,1.36,6,2,1.78,0,27,Yes,No,1,47,Medium,1,9.59,0.957,0.975,2,93.9,1.97,78.9,0
136844,Frozen,Supplier_D1,Central,Medium,6/1/2025,Summer,38,10.71,13,1,0.92,0,48,Yes,No,2,100,Low,1,3.52,0.082,1.015,29,76.7,0.81,34.24,0
136845,Dairy,Supplier_Q1,West,Medium,6/15/2025,Fall,59,11.125,22,1,2.98,0,86,No,No,0,93.9,Medium,1,4.35,0.214,0.977,34,80.1,3.31,75.61,0
136846,Meat,Supplier_P2,Central,Large,7/12/2025,Spring,19,5.57,30,3,2.37,0,58,No,No,5,82,Low,1,3.35,0.39,0.94,1,80.9,2.31,38.6,0
136847,Personal Care,Supplier_A2,South,Medium,7/4/2025,Spring,29,1.65,5,2,5.38,0,40,No,Yes,4,60.2,Low,0,16.57,2.502,0.948,17,84.7,6.16,39.76,0
136848,Dairy,Supplier_Q1,East,Small,6/12/2025,Spring,55,8.12,53,3,2.91,0,87,No,No,7,89.4,Medium,1,6.69,0.338,0.977,26,89.9,3.51,41.29,0
136849,Meat,Supplier_N1,Central,Medium,8/13/2025,Fall,4,1.17,4,1,2.1,0,15,No,No,0,36.6,Low,1,3.15,1.257,1.198,33,74,2.42,55.85,0
136850,Beverages,Supplier_R1,West,Medium,8/13/2025,Fall,13,0.6,2,3,6.09,0,37,No,No,1,74.9,High,0,18.57,4.277,0.807,20,75.2,3.34,26.88,0
136851,Frozen,Supplier_R2,South,Small,6/15/2025,Fall,14,1.53,2,1,2.92,0,28,No,No,1,57.5,High,1,8.59,1.438,0.718,8,63.2,2.91,84.57,0
136852,Personal Care,Supplier_C1,West,Large,7/27/2025,Summer,59,9.59,60,8.5,4.54,0,63,No,No,3,81.2,Medium,0,6.09,0.45,0.988,28,66,4.05,47.8,0
136853,Snacks,Supplier_P1,South,Small,6/28/2025,Summer,45,6.69,18,2,1.86,0,62,Yes,No,1,85.6,Medium,0,6.63,0.259,0.975,11,76.4,1.67,51.97,0
136854,Household,Supplier_G2,West,Small,7/20/2025,Summer,14,3.24,15,2,2.4,0,42,No,No,0,60,Low,0,4.19,0.642,0.74,32,63.3,2.24,41.31,0
136855,Meat,Supplier_Q2,North,Medium,6/8/2025,Summer,35,3.78,29,4,6.16,0,49,No,No,2,84.1,Medium,1,9.02,1.439,1.123,30,99.6,5.93,14.75,0
136856,Snacks,Supplier_M2,Central,Small,7/17/2025,Spring,63,1.82,7,2,3.28,0,70,No,No,4,58.6,Low,0,22.535,1.414,0.816,9,73.5,3.17,53.22,1
136857,Frozen,Supplier_P2,West,Small,6/24/2025,Summer,63,6.8,15,1,2.58,0,83,No,No,4,74.2,Low,1,9.13,0.353,0.94,14,77.9,2.92,54.46,0
136858,Canned Goods,Supplier_I2,North,Small,8/10/2025,Fall,18,2.37,29,6,4.07,0,31,No,No,2,44.8,High,0,7.29,1.418,1.1,34,92.6,3.7,16.55,0
136859,Dairy,Supplier_P1,Central,Small,8/4/2025,Fall,2,0.95,6,3,2.14,0,29,No,Yes,1,69.1,Low,1,1.9,1.476,0.975,30,88.2,2,49.47,0
136860,Bakery,Supplier_T1,North,Small,8/24/2025,Fall,14,1.93,5,1,2.57,0,55,No,Yes,0,64,Low,1,6.9,1.058,0.812,22,68.7,2.54,53.6,0
136861,Meat,Supplier_Q1,East,Small,6/15/2025,Fall,12,0.86,2,5,2.56,0,25,No,No,2,43.9,High,1,12.5,1.882,0.977,27,82.1,3.17,58.54,0
136862,Produce,Supplier_L2,North,Medium,6/24/2025,Fall,63,11.125,60,3,3.52,0,104.5,Yes,No,1,100,Medium,1,3.33,0.065,0.881,31,78.9,3.76,67.62,0
136863,Meat,Supplier_B2,West,Small,7/17/2025,Winter,7,0.86,2,3,3.27,0,22,No,No,1,58.8,Low,1,7.29,2.404,0.929,20,85.6,3.04,44.48,0
136864,Dairy,Supplier_S2,North,Small,7/7/2025,Fall,18,1.48,5,1,3.55,0,47,Yes,No,0,48.5,High,1,11.39,1.793,0.983,23,66.3,4,30.41,0
136865,Beverages,Supplier_S2,East,Medium,8/23/2025,Winter,63,11.125,60,7,4.23,0,104.5,Yes,No,1,100,Medium,0,6.9,0.133,0.983,34,96.7,5.07,18.55,0
136866,Beverages,Supplier_R2,West,Medium,8/12/2025,Summer,2,9.41,9,1,2.05,0,69,Yes,No,3,91.8,Medium,0,0.21,0.207,0.718,25,87.1,1.76,67.64,1
136867,Household,Supplier_D1,East,Small,8/10/2025,Summer,25,2.01,3,1,3.84,0,30,Yes,No,2,46.2,High,0,11.85,1.53,1.015,34,88,4.6,48.64,0
136868,Bakery,Supplier_T1,Central,Small,7/25/2025,Spring,49,6.2,20,2,9.765,0,85,Yes,No,3,83.5,Low,1,7.78,1.664,0.812,32,68.9,10.335,39.87,0
136869,Dairy,Supplier_B1,East,Medium,7/22/2025,Summer,13,2.32,7,1,5.5,0,40,Yes,No,5,83.4,Medium,1,5.37,1.95,0.71,12,79.4,5.27,53.09,0
136870,Household,Supplier_L2,Central,Medium,6/12/2025,Winter,7,0.68,6,4,3.61,0,11,No,No,5,41.9,High,0,8.97,3.059,0.881,21,98.7,4.1,48.76,0
136871,Beverages,Supplier_C2,Central,Small,6/18/2025,Winter,2,1.88,14,3,5.88,0,31,Yes,No,1,73.8,Low,0,1.01,2.471,1.058,21,85.5,6.87,39.88,0
136872,Beverages,Supplier_Z1,East,Medium,7/18/2025,Spring,34,7.62,56,3,0.85,0,61,No,No,2,82.8,Low,0,4.4,0.105,0.938,34,63.1,1.06,49.18,1
136873,Household,Supplier_G2,North,Small,8/23/2025,Fall,18,3.64,45,5,2.17,0,55,Yes,No,3,79.4,Medium,0,4.81,0.524,0.74,25,71.2,2.22,30.98,0
136874,Beverages,Supplier_J1,Central,Small,8/1/2025,Spring,16,1.2,17,6,0.51,0,33,No,No,3,67.6,Medium,0,12.31,0.3,1.172,7,81,0.47,75.69,0
136875,Snacks,Supplier_T1,West,Small,6/4/2025,Fall,3,1.85,6,2,2.7,0,20,Yes,No,2,49.8,Low,0,1.54,1.149,0.812,19,64.9,2.53,53.52,0
136876,Frozen,Supplier_Q1,Central,Small,6/22/2025,Spring,54,7.54,20,1,5.21,0,67,Yes,No,4,78.8,Medium,1,7.07,0.648,1.004,9,91,5.24,15.9,0
136877,Meat,Supplier_Q1,North,Small,6/21/2025,Spring,3,0.8,7,5,2.84,0,27,No,No,6,43.8,Low,1,3.33,2.185,0.977,33,95.2,2.55,38.75,0
136878,Meat,Supplier_O2,East,Medium,7/3/2025,Spring,22,4.52,13,1,6.6,0,42,No,No,2,57.8,Low,1,4.76,1.315,1.138,19,91,6.21,42.98,1
136879,Snacks,Supplier_R1,East,Medium,7/29/2025,Summer,14,4.07,26,2,3.99,0,37,No,No,0,62.8,Low,0,3.36,0.873,0.807,4,74.7,4.5,39.23,0
136880,Household,Supplier_H1,North,Small,6/28/2025,Fall,14,1.16,2,1,2.49,0,39,No,No,4,48.3,Low,0,11.11,1.5,0.97,20,83.4,2.94,64.8,0
136881,Produce,Supplier_Q2,Central,Large,6/1/2025,Spring,12,2.73,7,1,8.29,0,25,No,No,0,63.8,Medium,1,4.24,2.567,1.123,14,68.9,7.23,59.61,0
136882,Meat,Supplier_Q2,East,Small,8/21/2025,Fall,28,1.64,11,3,6.65,0,37,No,No,5,43.1,High,1,16.09,3.107,1.123,33,63.5,7.41,47.93,0
136883,Produce,Supplier_A2,North,Small,7/22/2025,Fall,44,8.94,36,2,3.44,0,97,Yes,Yes,2,92.5,Low,1,4.87,0.364,0.948,34,95.9,4.25,9.5,0
136884,Snacks,Supplier_W1,East,Small,6/3/2025,Summer,22,2.99,60,8.5,5.05,0,41,No,No,6,63.3,Low,0,7.12,1.447,1.245,34,79,4.64,36.75,1
136885,Household,Supplier_E1,Central,Medium,7/5/2025,Fall,37,1.47,11,2,9.765,0,52,No,No,1,51.3,Medium,0,22.535,4.277,1.003,33,87.7,10.335,51.63,0
136886,Dairy,Supplier_A2,South,Medium,8/5/2025,Spring,34,3.76,15,2,2.23,0,45,Yes,No,2,59.9,Medium,1,8.81,0.523,0.948,14,99.1,2.72,53.9,1
136887,Dairy,Supplier_O2,Central,Small,8/22/2025,Fall,17,0.34,6,2,2.25,0,20,No,No,0,40,Medium,1,22.535,2.679,1.138,28,81.3,2.13,52.67,0
136888,Personal Care,Supplier_F2,South,Small,7/26/2025,Winter,7,5.64,49,5,6.26,0,42,No,No,5,61.6,Low,0,1.22,1.02,1.242,9,73.1,7.8,61.2,0
136889,Bakery,Supplier_C2,South,Medium,7/25/2025,Spring,53,10.07,46,3,1.02,0,71,Yes,No,2,80.7,Medium,1,5.21,0.096,1.058,10,80.1,1.04,22.3,0
136890,Meat,Supplier_O2,Central,Large,7/1/2025,Spring,9,0.7,2,3,3.24,0,14,No,No,2,61.6,Low,1,11.25,2.7,1.138,24,82.5,3.79,46.8,0
136891,Snacks,Supplier_X1,East,Medium,7/12/2025,Summer,23,0.37,2,2,9.765,0,25,No,No,3,52.9,Low,0,22.535,4.277,0.766,20,79.7,10.335,48.34,0
136892,Produce,Supplier_B2,Central,Small,6/5/2025,Fall,4,1.72,11,3,9.46,0,50,No,Yes,1,70.6,Medium,1,2.2,4.261,0.929,33,63.4,8.39,71.99,0
136893,Snacks,Supplier_K2,South,Small,8/23/2025,Winter,15,3.23,53,8,1.02,0,64,No,No,0,62.9,Low,0,4.5,0.273,1.167,34,97.5,0.96,33.64,1
136894,Household,Supplier_M1,Central,Medium,6/5/2025,Winter,11,2.55,8,1,3.41,0,27,No,No,1,59.6,Medium,0,4.15,1.118,1.004,1,93.4,3.39,50.68,0
136895,Frozen,Supplier_E1,West,Small,7/19/2025,Winter,16,0.36,2,1,9.765,0,25,No,No,0,39.1,High,1,22.535,4.277,1.003,30,70.8,10.335,75.96,0
136896,Dairy,Supplier_C1,North,Medium,6/29/2025,Fall,24,1.72,9,2,9.71,0,32,No,No,2,42.4,High,1,13.19,4.277,0.988,17,93.4,9.54,38.89,1
136897,Produce,Supplier_W1,North,Medium,8/23/2025,Spring,0,3.96,5,1,5.57,0,35,Yes,No,1,66.8,Low,1,0,1.249,1.245,1,66.2,5,48.08,1
136898,Household,Supplier_C1,Central,Medium,6/7/2025,Winter,9,0.84,2,2,2.98,0,14,Yes,No,1,57.4,Medium,0,9.57,2.224,0.988,27,80.1,3.39,41.3,0
136899,Frozen,Supplier_K2,West,Small,8/9/2025,Fall,24,0.81,2,2,2.98,0,38,No,No,1,54.7,Low,1,22.535,2.275,1.167,31,93.9,2.82,48.26,0
136900,Bakery,Supplier_O2,Central,Small,6/2/2025,Spring,19,0.54,2,2,3.61,0,29,No,No,2,45.9,Low,1,22.535,3.471,1.138,8,86.6,3.13,36.42,0
136901,Bakery,Supplier_N2,Central,Small,8/10/2025,Summer,30,2.78,8,3,4.74,0,42,No,No,0,58.2,High,1,10.42,1.445,0.872,29,95.5,4.4,39.48,0
136902,Produce,Supplier_Q1,Central,Medium,7/28/2025,Fall,53,6.41,21,2,3.71,0,44,Yes,No,4,66.8,Low,1,1.69,0.537,0.977,4,64.1,3.85,62.56,0
136903,Beverages,Supplier_R1,East,Large,8/20/2025,Winter,18,0.84,8,4,6.07,0,37,No,No,3,53,Medium,0,19.15,4.277,0.807,22,62.7,7.54,81.9,0
136904,Canned Goods,Supplier_B1,Central,Medium,7/1/2025,Summer,63,11.125,13,1,1.8,0,104.5,No,No,2,100,High,0,8.38,0.152,0.71,19,92.1,2.13,48.88,0
136905,Snacks,Supplier_G2,Central,Medium,8/9/2025,Summer,14,4.51,23,4,2.96,0,26,No,No,8.5,78,Low,0,3.04,0.591,0.74,5,74.3,2.75,9.5,0
136906,Snacks,Supplier_D1,Central,Medium,6/2/2025,Spring,15,0.89,9,7,3.43,0,18,No,No,1,50.6,Low,0,15.15,2.468,1.015,23,70.2,4.24,61.63,0
136907,Frozen,Supplier_Q1,Central,Small,8/1/2025,Fall,11,4.38,22,3,4.53,0,41,No,No,2,58.1,High,1,2.46,0.928,0.977,28,75.5,5.45,48.18,0
136908,Beverages,Supplier_Q1,South,Small,7/21/2025,Spring,48,6.34,36,4,3.09,0,49,Yes,No,3,81,Low,0,7.45,0.452,1.015,17,93.9,3.48,46.42,0
136909,Frozen,Supplier_U1,East,Large,8/12/2025,Summer,44,5.68,14,1,1.96,0,48,No,No,0,56.1,High,1,7.61,0.317,1.262,24,96.4,2.18,86.61,0
